titre,entreprise,contrat,lieu,salaire_brut_texte,experience,statut,metier,secteur,etudes,teletravail,url_source,salaire_min,salaire_max
Responsable Marketing et communication commerciale F/H,Carrefour,CDD   de 16 mois,Massy - 91,A négocier,Minimum 3 ans,Cadre du secteur privé,Directeur commercial et marketing,"AUTRES INTERMÉDIAIRES DU COMMERCE EN COMBUSTIBLES, MÉTAUX, MINÉRAUX ET PRODUITS CHIMIQUES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177845835W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,,
Directeur Marketing & Communication Groupe F/H,Selescope,CDI,Lyon 03 - 69,A négocier,Minimum 5 ans,Cadre du secteur privé,Directeur marketing,ACTIVITÉS DES SOCIÉTÉS HOLDING,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177810337W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,,
Responsable Marketing - Communication F/H,Non spécifié (Confidentiel),CDI,Toulouse - 31,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable marketing,ÉDITION ET DIFFUSION DE PROGRAMMES RADIO,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177867560W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14,,
Chef de projets communication F/H,Non spécifié (Confidentiel),CDD   de 12 mois,Thyez - 74,A négocier,Minimum 1 an,Cadre du secteur privé,Chargé de communication,FABRICATION DE PORTES ET FENÊTRES EN MÉTAL,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177819650W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,,
Responsable Concertation/Communication/Foncier - F/H,SNCF ACT,CDI,Lyon 01 - 69,A négocier,Minimum 10 ans,Cadre du secteur privé,Directeur de la communication,TRANSPORT FERROVIAIRE INTERURBAIN DE VOYAGEURS,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177784128W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,,
Responsable Communication et Marketing Digital F/H,SIGNIA,CDI,Saint-Denis - 93,A négocier,Minimum 5 ans,Cadre du secteur privé,Responsable marketing digital,COMMERCE DE GROS (COMMERCE INTERENTREPRISES) DE PRODUITS PHARMACEUTIQUES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177818999W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,,
Chargé de Communication & Graphisme F/H,Non spécifié (Confidentiel),CDI,Saint-Herblain - 44,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chargé de communication,AUTRES ACTIVITÉS DE SOUTIEN AUX ENTREPRISES NCA,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177820251W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,,
Responsable Marketing et Communication - Machines de Sport F/H,MICHAEL PAGE INTERNATIONAL FRANCE,CDI,Paris 16 - 75,45 - 50 k€ brut annuel,Aucune expérience exigée,Cadre du secteur privé,Directeur de la communication,AUTRE CRÉATION ARTISTIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177878049W?motsCles=Communication&page=6&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,45.0,50.0
RESPONSABLE MARKETING ET COMMUNICATION F/H,Non spécifié (Confidentiel),CDI,Boulogne-Billancourt - 92,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Directeur de la communication,"TRAITEMENT DE DONNÉES, HÉBERGEMENT ET ACTIVITÉS CONNEXES",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177808245W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,,
Responsable Marketing & Communication F/H,Non spécifié (Confidentiel),CDI,Courbevoie - 92,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable marketing,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177783005W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,,
Administratif Commercial & Communication F/H,Non spécifié (Confidentiel),CDI,Laval - 53,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Commercial,FABRICATION D'ÉLÉMENTS EN MATIÈRES PLASTIQUES POUR LA CONSTRUCTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177841258W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,,
Directeur Marketing et Communication F/H,Non spécifié (Confidentiel),CDI,Angers - 49,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Directeur de la communication,"INTERMÉDIAIRES DU COMMERCE EN MEUBLES, ARTICLES DE MÉNAGE ET QUINCAILLERIE",,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177850172W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,,
Responsable exploitation transport en commun F/H,COMPAGNIE DES ALPES,CDI,Val-d'Isère - 73,A négocier,Minimum 1 an,Cadre du secteur privé,Responsable d'exploitation transport,ACTIVITÉS DES SIÈGES SOCIAUX,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177769716W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,,
chef de projet communication marketing F/H,CRAN,CDI,Nogent-sur-Seine - 10,A négocier,Minimum 3 ans,Cadre du secteur privé,Chef de projet marketing,RECHERCHE-DÉVELOPPEMENT EN AUTRES SCIENCES PHYSIQUES ET NATURELLES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177809372W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,,
Chargé de communication interne et externe - F/H,CARREVOLUTIS,CDI,Palaiseau - 91,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chargé de communication,PROGRAMMATION INFORMATIQUE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177777093W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,,
Responsable Marketing et Communication - Machin... F/H,Non spécifié (Confidentiel),CDI,Paris 01 - 75,A partir de 45 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable marketing,AUTRES ACTIVITÉS RÉCRÉATIVES ET DE LOISIRS,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177850258W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,45.0,45.0
CHARGE(E) DE COMMUNICATION - F/H,Non spécifié (Confidentiel),CDI,Château-Gontier-sur-Mayenne - 53,A négocier,Minimum 1 an,Cadre du secteur privé,Chargé de communication,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177749458W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=8,,
Responsable Communication Scientifique Kol F/H,Non spécifié (Confidentiel),CDI,Nice - 06,60 - 65 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable R&D,ACTIVITÉS DES AGENCES DE PLACEMENT DE MAIN-D'OEUVRE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177795125W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=9,60.0,65.0
Acheteur Senior Communication RH F/H,Non spécifié (Confidentiel),CDI,Guyancourt - 78,40 - 50 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Acheteur,ACTIVITÉS DES SIÈGES SOCIAUX,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177751865W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=10,40.0,50.0
Responsable Marketing/Communication - Télécoms F/H,Non spécifié (Confidentiel),CDI,Paris 01 - 75,A partir de 60 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Directeur de la communication,AUTRES ACTIVITÉS INFORMATIQUES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177795645W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=11,60.0,60.0
EMEA Medical Education & Communication Lead F/H,bioMérieux sa,CDD   de 12 mois,Marcy-l'Étoile - 69,A négocier,Minimum 5 ans,Cadre du secteur privé,,FABRICATION D'AUTRES PRODUITS CHIMIQUES NCA,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177834174W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=12,,
Responsable du service communication institutionnelle et scientifique F/H,INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT,CDD   de 24 mois,Marseille 02 - 13,A partir de 30 k€ brut annuel,Minimum 10 ans,Cadre du secteur public / Armées,Directeur de la communication,RECHERCHE-DÉVELOPPEMENT EN AUTRES SCIENCES PHYSIQUES ET NATURELLES,,Partiel possible,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177823211W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=13,30.0,30.0
Chargé.e de communication corporate senior F/H,GS1 France,CDI,Paris 01 - 75,A négocier,Minimum 6 ans,Cadre du secteur privé,Chargé de communication,AUTRES ACTIVITÉS DE SOUTIEN AUX ENTREPRISES NCA,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177825430W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=14,,
Chef-fe de projet communication événementielle F/H,Safran Aircraft Engines,CDI,Corbeil-Essonnes - 91,A négocier,Minimum 2 ans,Cadre du secteur privé,Business developer,CONSTRUCTION AÉRONAUTIQUE ET SPATIALE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177824038W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=15,,
Communication Manager Distribution Partners F/H,Non spécifié (Confidentiel),CDI,Petersbach - 67,30 - 35 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Commercial,VINIFICATION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177794732W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=16,30.0,35.0
Chargé(e) marketing & communication (alternance) F/H,Bizon (Publicis Groupe),CDI et Alternance - Contrat d'apprentissage   de 1 mois  à temps partiel (Mi-temps),Paris 17 - 75,A négocier,Minimum 2 ans,Cadre du secteur privé,Chef de projet marketing,ACTIVITÉS DES SIÈGES SOCIAUX,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177817379W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=17,,
Chef de Projet Communication Interne F/H,Non spécifié (Confidentiel),CDI,Courbevoie - 92,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chargé de communication,ACTIVITÉS COMPTABLES,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177773849W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=18,,
Assistant en gestion et communication (réf. 17671) F/H,SORBONNE UNIVERSITE,CDD   de 36 mois,Paris 05 - 75,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur public / Armées,Assistant de gestion,ENSEIGNEMENT SUPÉRIEUR,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177824255W?motsCles=Communication&page=7&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=19,,
Chargé de communication et des relations publiques F/H,Non spécifié (Confidentiel),CDI,Paris 01 - 75,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur public / Armées,Chargé des relations publiques,ACTIVITÉS DES AGENCES DE PRESSE,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177815188W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=0,,
Assistant Communication et Marketing - F F/H,Non spécifié (Confidentiel),CDI,Aix-les-Bains - 73,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Assistant marketing,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177867197W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=1,,
Charge Communication et Relation Clients F/H,Non spécifié (Confidentiel),CDI,Riantec - 56,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chargé de relation client,VENTE À DISTANCE SUR CATALOGUE GÉNÉRAL,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177866431W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=2,,
Architecte Système de Communication - Porteur Aéronautique - F/H,Thales,CDI,Gennevilliers - 92,A négocier,Minimum 1 an,Cadre du secteur privé,Architecte système,ACTIVITÉS DES SIÈGES SOCIAUX,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177829334W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=3,,
Responsable Communication et Relation Clients F/H,Non spécifié (Confidentiel),CDI,Saint-Pierre-lès-Elbeuf - 76,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Responsable de la relation clients,VENTE À DISTANCE SUR CATALOGUE GÉNÉRAL,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177806801W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=4,,
Responsable Marketing et Communication - Machines de Sport F/H,Non spécifié (Confidentiel),CDI,Paris 09 - 75,A partir de 45 k€ brut annuel,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Directeur de la communication,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,,,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177849663W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=5,45.0,45.0
Un-e chargé.e de communication & relations publiques F/H,GROUPEMENT EUROPEEN DE COOPERATION TERRITORIALE EURODISTRICT STRASBOURG ORTENAU,CDD   de 36 mois,,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur public / Armées,Chargé des relations publiques,ADMINISTRATION PUBLIQUE (TUTELLE) DES ACTIVITÉS ÉCONOMIQUES,,Ponctuel autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177826085W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=6,,
Chargé de communication bilingue – Temps partiel F/H,CRAN,CDI     à temps partiel (Mi-temps),Nogent-sur-Seine - 10,A négocier,Tous niveaux d'expérience acceptés,Cadre du secteur privé,Chargé de communication,RECHERCHE-DÉVELOPPEMENT EN AUTRES SCIENCES PHYSIQUES ET NATURELLES,,Non autorisé,https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/177802530W?motsCles=Communication&page=8&typesConvention=143684&typesConvention=143685&typesConvention=143686&typesConvention=143687&typesConvention=143706&selectedIndex=7,,
